RepRapFirmware height map file v2 generated at 2022-03-19 01:06, min error -0.085, max error 0.081, mean -0.014, deviation 0.032
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,-80.00,80.10,-80.00,80.10,100.00,20.00,20.00,9,9
      0,      0, -0.019, -0.040, -0.002,  0.008, -0.011,      0,      0
      0, -0.035, -0.066, -0.069, -0.049, -0.011, -0.026, -0.016,      0
 -0.044, -0.054, -0.085, -0.066, -0.045, -0.013, -0.029, -0.021, -0.004
 -0.067, -0.026, -0.015, -0.018, -0.004,  0.025,  0.020,  0.000, -0.008
 -0.065, -0.011,  0.001, -0.010,  0.006,  0.006,  0.011, -0.010, -0.036
 -0.052,  0.030,  0.035,  0.023,  0.007,  0.009,  0.030,  0.000, -0.034
 -0.030,  0.041,  0.081,  0.054,  0.016, -0.001,  0.015, -0.014, -0.027
      0,  0.020,  0.034,  0.008, -0.018, -0.042, -0.026, -0.035,      0
      0,      0,  0.005, -0.015, -0.034, -0.060, -0.060,      0,      0
